Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF;Code Ligne
3310A;23;KA;MOA;C516.5004.01;NON;;Valeur;Ligne 1 utilisable pour une nouvelle taxe assimilée créée en cours d'année (ligne à blanc);;;135
3310A;23;KB;MOA;C516.5004.01;NON;;Valeur;Ligne 2 utilisable pour une nouvelle taxe assimilée créée en cours d'année (ligne à blanc);;;136
3310A;23;KC;MOA;C516.5004.01;NON;;Valeur;Ligne 3 utilisable pour une nouvelle taxe assimilée créée en cours d'année (ligne à blanc);;;137
3310A;23;KD;MOA;C516.5004.01;NON;;Valeur;Ligne 4 utilisable pour une nouvelle taxe assimilée créée en cours d'année (ligne à blanc);;;138
3310A;23;KE;MOA;C516.5004.01;NON;;Valeur;Ligne 5 utilisable pour une nouvelle taxe assimilée créée en cours d'année (ligne à blanc);;;139
3310A;23;KG;MOA;C516.5004.01;NON;;Valeur;Taxe sur les services fournis par les opérateurs de communication électronique;;900426;65
3310A;23;KJ;MOA;C516.5004.01;NON;;Valeur;Taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre onéreux au taux de 5,15 %;;902441;59
3310A;23;KL;MOA;C516.5004.01;NON;;Valeur;Taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre onéreux au taux de 15 %;;902437;60
3310A;23;KT;MOA;C516.5004.01;NON;;Valeur;Contribution due par les gestionnaires des réseaux publics d'électricité (Article L 2224-31 I bis du code général des collectivités territoriales);;903435;76
3310A;23;KX;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire pour le contrôle de certaines substances et de leurs résidus (CGI, art. 302 bis WC);;905865;85
3310A;23;KY;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de première mise sur le marché des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WA);;905866;86
3310A;23;KZ;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WB);;905867;87
3310A;23;LA;MOA;C516.5004.01;NON;;Valeur;Redevance pour agrément des établissements du secteur de l'alimentation animale (CGI, art. 302 bis WD à WG);;905868;88
3310A;23;LC;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à la circulation intracommunautaire (PPE);;907247;89
3310A;23;LD;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à l'exportation;;907248;90
3310A;23;LE;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de métaux précieux;;907249;91
3310A;23;LF;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité;;907250;92
3310A;23;LG;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux au taux de 0,5 %;;907251;93
3310A;23;LH;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité au taux de 0,5 %;;907252;94
3310A;23;LJ;MOA;C516.5004.01;NON;;Valeur;Contribution forfaitaire pour alimentation du fonds commun des accidents du travail agricole (CGI, art. 1622);;907253;95
3310A;23;LK;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris hippiques - au profit de l'Etat (CGI, art. 302 bis ZG);;907254;96
3310A;23;LL;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris hippiques - au profit des organismes de sécurité sociale (CSS, art. L137-20);;907255;97
3310A;23;LM;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris hippiques - engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);;907256;98
3310A;23;LN;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de trot (CGI, art. 1609 tertricies);;907257;99
3310A;23;LP;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de galop (CGI, art. 1609 tertricies);;907258;100
3310A;23;LT;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les jeux de cercles en ligne - au profit de l'Etat (CGI, art. 302 bis ZI);;907262;104
3310A;23;LU;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les jeux de cercles en ligne - au profit des organismes de sécurité sociale (CSS, art. L137-22);;907263;105
3310A;23;MA;MOA;C516.5004.01;NON;;Valeur;Taxe annuelle pour frais de contrôle due par les concessionnaires d'autoroutes (CGI, art. 302 bis ZB bis) au taux de 0,363 ‰;;907422;115
3310A;23;MC;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe annuelle pour frais de contrôle due par les concessionnaires d'autoroutes (CGI, art. 302 bis ZB bis);;907833;115
3310A;23;MD;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de métaux précieux;;907834;91
3310A;23;ME;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité;;907835;92
3310A;23;MF;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux;;907836;93
3310A;23;MG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité;;907837;94
3310A;23;MK;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre onéreux (CGI, art 1609 sexdecies B) au taux de 5,15 %;;908418;59
3310A;23;ML;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre onéreux (CGI, art 1609 sexdecies B) au taux de 15 %;;908419;60
3310A;23;MM;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la taxe sur les actes des huissiers de justice (CGI, art 302 bis Y);;908420;64
3310A;23;MP;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe pour le développement de la formation professionnelle dans les métiers de la réparation de l'automobile, du cycle et du motocycle (CGI, art 1609 sexvicies) au taux de 0,75%;;908422;68
3310A;23;MQ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques au profit de l'Etat (CGI, art. 302 bis ZG);;908423;96
3310A;23;MS;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvements sur les jeux de cercles en ligne;;908425;104
3310A;23;MZ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques au profit des organismes de sécurité sociale (CSS, art. L137-20);;908406;97
3310A;23;NA;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);;908407;98
3310A;23;NC;MOA;C516.5004.01;NON;;Valeur;Prélèvement progressif sur les clubs de jeux (V de l'article 34 de la loi n° 2017-257 du 28 février 2017 relative au statut de Paris et à l'aménagement métropolitain);;908409;119
3310A;23;ND;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur certaines dépenses de publicité;;908410;47
3310A;23;NE;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la taxe sur les retransmissions sportives;;908411;48
3310A;23;NF;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la taxe due par les concessionnaires d'autoroutes;;908412;55
3310A;23;NH;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur les services fournis par les opérateurs de communication électronique;;908414;65
3310A;23;NP;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe pour le financement du fonds de soutien aux collectivités territoriales ayant contracté des produits structurés au taux de 0,0642%;;908494;83
3310A;23;NV;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sociale généralisée (CSS, art. L136-7-1) sur une fraction égale à 68% du produit des jeux des machines à sous;;908510;111
3310A;23;NW;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution sociale généralisée (CSS, art. L136-7-1) sur le montant des gains des machines à sous d'un montant supérieur ou égal à 1 500 € réglés aux joueurs par le caissier sous forme de bons de paiement manuels;;908511;112
3310A;23;NX;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale portant sur le montant du produit total des jeux (article 18-III de l'ordonnance n°96-50 du 24 janvier 1996);;908512;113
3310A;23;PB;MOA;C516.5004.01;NON;;Valeur;Contribution sociale généralisée (CSS, art. L136-7-1) sur une fraction du produit des jeux des machines à sous;;908516;111
3310A;23;PC;MOA;C516.5004.01;NON;;Valeur;Contribution sociale généralisée (CSS, art. L136-7-1) sur le montant des gains des machines à sous d'un montant supérieur ou égal à 1 500 € réglés aux joueurs par le caissier sous forme de bons de paiement manuels;;908517;112
3310A;23;PD;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CGCT, article L. 2333-57) portant sur le montant du produit total des jeux (article 18-III de l'ordonnance n°96-50 du 24 janvier 1996);;908518;113
3310A;23;PE;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WB);;909239;87
3310A;23;PF;QTY;C186.6060.01;NON;;Valeur;Base imposable sur la redevance pour agrément des établissements du secteur de l'alimentation animale (CGI, art. 302 bis WD à WG);;909240;88
3310A;23;PG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvement progressif sur les clubs de jeux (V de l'article 34 de la loi n° 2017-257 du 28 février 2017 relative au statut de Paris et à l'aménagement métropolitain);;909241;119
3310A;23;PH;MOA;C516.5004.01;OUI;;Valeur;Droits pour le département pour la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);;909344;
3310A;23;PJ;CCI;C889.7111.01;OUI;TDT;Valeur;Département bénéficiaire de la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);;909345;
3310A;23;PK;MOA;C516.5004.01;NON;;Valeur;Total des droits de la taxe sur l'exploration d'hydrocarbures (CGI, art 1590);;909346;121
3310A;23;PP;MOA;C516.5004.01;NON;;Valeur;Taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre gratuit (CGI, art 1609 sexdecies B) au taux de 5,15 %;;909798;60A
3310A;23;PQ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre gratuit (CGI, art 1609 sexdecies B) au taux de 5,15 %;;909799;60A
3310A;23;PR;MOA;C516.5004.01;NON;;Valeur;Taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre gratuit (CGI, art 1609 sexdecies B) au taux de 15 %;;909800;60B
3310A;23;PS;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur la diffusion en vidéo physique et en ligne de contenus audiovisuels à titre gratuit (CGI, art 1609 sexdecies B) au taux de 15 %;;909801;60B
3310A;23;PT;MOA;C516.5004.01;NON;;Valeur;Paiement de l'acompte prévu à l'article 1693 quater du CGI dû au titre de la TSN 2023;;909802;133
3310A;23;PU;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des sucres ajoutés (CGI, art. 1613 ter);;909803;124
3310A;23;PW;QTY;C186.6060.01;NON;;Valeur;Nombre d'hectolitres relatif à la contribution sur les boissons non alcooliques contenant des sucres ajoutés;;909804;124
3310A;23;PX;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques (CGI, art. 1613 quater II 1°);;909805;125
3310A;23;PY;QTY;C186.6060.01;NON;;Valeur;Nombre d'hectolitres relatif à la contribution sur les boissons non alcooliques;;909806;125
3310A;23;PZ;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des édulcorants de synthèse (CGI, art. 1613 quater II 2°);;909807;126
3310A;23;QA;QTY;C186.6060.01;NON;;Valeur;Nombre d'hectolitres relatif à la contribution sur les boissons non alcooliques contenant des édulcorants de synthèse;;909810;126
3310A;23;QB;MOA;C516.5004.01;OUI;;Valeur;Contribution sur les eaux minérales naturelles (CGI, art. 1582) (calcul par commune);;909811;127
3310A;23;QC;CCI;C889.7111.01;OUI;COM;Valeur;Numéro de la commune bénéficiaire de la contribution sur les eaux minérales naturelles;;909812;127
3310A;23;QD;QTY;C186.6060.01;OUI;;Valeur;Nombre d'hectolitres relatif à la contribution sur les eaux minérales naturelles;;909813;127
3310A;23;QE;MOA;C516.5004.01;NON;;Valeur;TOTAL Contribution sur les eaux minérales naturelles (CGI, art. 1582);;909814;128
3310A;23;QF;MOA;C516.5004.01;NON;;Valeur;Paiement du solde de la taxe due au titre de 2022 - Montant dû au titre de la mise en relation (a);;909836;131
3310A;23;QG;MOA;C516.5004.01;NON;;Valeur;Paiement du solde de la taxe due au titre de 2022 - Montant dû au titre de la publicité (b);;910184;131
3310A;23;QH;MOA;C516.5004.01;NON;;Valeur;Paiement du solde de la taxe due au titre de 2022 - Acomptes payés en 2022 (c);;910185;131
3310A;23;QJ;MOA;C516.5004.01;NON;;Valeur;Paiement du solde de la taxe due au titre de 2022 - Excédent d'acompte si (a+b+c) <=0 (d);;910186;131
3310A;23;QK;MOA;C516.5004.01;NON;;Valeur;Paiement du solde de la taxe due au titre de 2022 - Solde restant dû si (a+b+c) > 0;;910187;131
3310A;23;QL;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires mondial relatif aux services numériques taxables réalisés en 2022 - Mise en relation;;910188;132
3310A;23;QM;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires mondial relatif aux services numériques taxables réalisés en 2022 - Publicité;;910189;132
3310A;23;QN;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires mondial relatif aux services numériques taxables réalisés en 2022 - Total;;910190;132
3310A;23;QP;NAD;C080.3036.01;OUI;;Designation;Dénomination;;911535;130
3310A;23;QP;NAD;C082.3039.01;OUI;;Identifiant;N°SIREN ou à défaut autre identifiant;;910191;130
3310A;23;QR;MOA;C516.5004.01;OUI;;Valeur;Montant de la taxe due;;910193;130
3310A;23;QS;MOA;C516.5004.01;NON;;Valeur;Paiement de l'acompte prévu à l'article 1693 quater du CGI dû au titre de la TSN 2023 : Montant de l'acompte dû (a);;910194;133
3310A;23;QU;MOA;C516.5004.01;NON;;Valeur;Paiement de l'acompte prévu à l'article 1693 quater du CGI dû au titre de la TSN 2023 : Excédent restant à imputer sur l'acompte suivant ou le solde (si a-b <=0);;910196;133
3310A;23;QZ;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs en ligne au profit de l'Etat au taux de 33,7 % (CGI, art. 302 bis ZH);;910201;101A
3310A;23;RA;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs en ligne au profit des organismes de sécurité sociale au taux de 10,6 % (CSS, art. L137-21);;910202;102A
3310A;23;RB;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs en ligne au profit de l'agence nationale du sport (ANS) au taux de 10,6 % (CGI, art. 1609 tricies);;910203;103A
3310A;23;RC;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs commercialisés en réseau physique de distribution au profit de l'Etat au taux de 27,9 % (CGI, art. 302 bis ZH);;910204;101B
3310A;23;RD;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs commercialisés en réseau physique de distribution au profit des organismes de sécurité sociale au taux de 6,6 % (CSS, art. L137-21);;910205;102B
3310A;23;RE;MOA;C516.5004.01;NON;;Valeur;Prélèvements sur les paris sportifs commercialisés en réseau physique de distribution au profit de l'agence nationale du sport (ANS) au taux de 6,6 % (CGI, art. 1609 tricies);;910206;103B
3310A;23;RF;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvements sur les paris sportifs en ligne;;910207;101A
3310A;23;RG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvements sur les paris sportifs commercialisés en réseau physique de distribution;;910208;101B
3310A;23;RH;MOA;C516.5004.01;NON;;Valeur;Prélèvement au profit de l'agence nationale du sport (ANS) sur les jeux commercialisés par la Française des jeux au taux de 5,1 % (CGI, art. 1609 novovicies);;910209;107A
3310A;23;RJ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement au profit de l'agence nationale du sport (ANS) sur les jeux commercialisés par la Française des jeux au taux de 5,1 % (CGI, art. 1609 novovicies);;910210;107A
3310A;23;RK;MOA;C516.5004.01;NON;;Valeur;TOTAL Montant de la taxe due;;910211;
3310A;23;RS;MOA;C516.5004.01;NON;;Valeur;Taxe annuelle à l'essieu - Total de la taxe due (1a + 1b + 2a + 2b + 3);;910760;116
3310A;23;RT;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - Nombre de véhicules;Quantité entière, sans décimale;911479;
3310A;23;RU;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - Nombre de véhicules;Quantité entière, sans décimale;911480;
3310A;23;RV;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - Nombre de véhicules;Quantité entière, sans décimale;911481;
3310A;23;RW;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - Nombre de véhicules;Quantité entière, sans décimale;911482;
3310A;23;RX;QTY;C186.6060.01;NON;;Valeur;3-Remorques de la catégorie O4 - Nombre de véhicules;Quantité entière, sans décimale;911483;
3310A;23;RY;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911484;
3310A;23;RZ;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911485;
3310A;23;SA;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911486;
3310A;23;SB;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911487;
3310A;23;SC;QTY;C186.6060.01;NON;;Valeur;3-Remorques de la catégorie O4 - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911488;
3310A;23;SD;MOA;C516.5004.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - Montant de la taxe;;911489;
3310A;23;SE;MOA;C516.5004.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - Montant de la taxe;;911490;
3310A;23;SF;MOA;C516.5004.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - Montant de la taxe;;911491;
3310A;23;SG;MOA;C516.5004.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - Montant de la taxe;;911492;
3310A;23;SH;MOA;C516.5004.01;NON;;Valeur;3-Remorques de la catégorie O4 - Montant de la taxe;;911493;
3310A;23;SJ;MOA;C516.5004.01;NON;;Valeur;Sommes constatées par les clubs de jeux au titre des " orphelins " (arrêté du 23 février 2021 relatif aux modalités de déclaration et d'encaissement des sommes qualifiées d'orphelins versées par les clubs de jeux);;911494;
3310A;23;SK;MOA;C516.5004.01;NON;;Valeur;Paiement de l'acompte prévu à l'article 1693 quater du CGI dû au titre de la TSN 2023 : Excédent d'acompte 2022 (report (d) ligne 131) (b);;911536;133
3310A;23;SL;MOA;C516.5004.01;NON;;Valeur;Taxe sur les émissions de CO2 due au titre de 2022 (CGI, art. 1010);;911624;117
3310A;23;SM;MOA;C516.5004.01;NON;;Valeur;Taxe sur les émissions de polluants atmosphériques due au titre de 2022 (CGI, art. 1010);;911628;118
3310A;23;SX;MOA;C516.5004.01;NON;;Valeur;Taxe sur les produits phytopharmaceutiques au taux de 0,9 %;;911645;
3310A;23;SY;MOA;C516.5004.01;NON;;Valeur;Taxe sur les produits phytopharmaceutiques au taux de 0,1 %;;911666;
3310A;23;SZ;MOA;C516.5004.01;NON;;Valeur;Total de la taxe sur les produits phytopharmaceutiques due (a*0,9%+b*0,1%);;911669;90A
3310A;23;TD;MOA;C516.5004.01;NON;;Valeur;Taxe sur les exploitants de plateformes de mise en relation par voie électronique en vue de fournir certaines prestations de transport (CGI, article 300 bis) - Base imposable;;911704;129
3310A;23;TE;MOA;C516.5004.01;NON;;Valeur;Taxe sur les exploitants de plateformes de mise en relation par voie électronique en vue de fournir certaines prestations de transport (CGI, article 300 bis) - Taxe due;;911705;129
3310A;23;TF;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules relevant du nouveau dispositif d'immatriculation (depuis le 1er mars 2020);;911709;
3310A;23;TG;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules ne relevant pas du nouveau dispositif d'immatriculation : (réception européenne, dont la première mise en circulation est intervenue à compter du 1er juin 2004 et non utilisés par le redevable avant le 1er janvier 2006);;911710;
3310A;23;TH;QTY;C186.6060.01;NON;;Valeur;Nombre d'autres véhicules soumis à la taxe;;911711;
3310A;23;TJ;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules exonérés dont la source d'énergie est exclusivement l'électricité, l'hydrogène ou une combinaison des deux;;911712;
3310A;23;TK;QTY;C186.6060.01;NON;;Valeur;Nombre des autres véhicules exonérés;;911713;
3310A;23;TX;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules exonérés;;912262;
3310A;23;TY;MOA;C516.5004.01;NON;;Valeur;Taxe due par les employeurs de main-d'œuvre étrangère (L. 436-10 du CESEDA) (uniquement pour les cessations d'activité ayant lieu en 2023);;912261;61
3310A;23;TZ;QTY;C186.6060.01;NON;;Valeur;Taxe sur le transport aérien de passagers - Majoration en Corse (CIBS, art. L422-13 et L422-29) - Base;Quantité entière, sans décimale;912230;66
3310A;23;UA;QTY;C186.6060.01;NON;;Valeur;Taxe sur le transport maritime de passagers dans certains territoires côtiers - Embarquement ou débarquement en Corse (CIBS, art. L423-57 et suivants) - Base;Quantité entière, sans décimale;912232;67
3310A;23;UB;MOA;C516.5004.01;NON;;Valeur;Taxe sur le transport aérien de passagers - Majoration en Corse (CIBS, art. L422-13 et L422-29) - Taxe;;912231;66
3310A;23;UC;MOA;C516.5004.01;NON;;Valeur;Taxe sur le transport maritime de passagers dans certains territoires côtiers - Embarquement ou débarquement en Corse (CIBS, art. L423-57 et suivants) - Taxe;;912233;67
3310A;23;UD;MOA;C516.5004.01;NON;;Valeur;Taxe spéciale due en cas de non-respect de l'engagement de conserver pendant 5 ans les parts de fonds commun de placement à risques ou de fonds professionnels de capital investissement (art. 209-0-A du CGI);;912234;70
3310A;23;UE;NAD;C080.3036.01;OUI;;Designation;Nom du parc éolien en DPM;;912256;
3310A;23;UF;MOA;C516.5004.01;OUI;;Valeur;Taxe sur les éoliennes maritimes sur le domaine public maritime (CGI, art. 1519 B) - Montant dû;;912257;
3310A;23;UG;MOA;C516.5004.01;NON;;Valeur;Total de la contribution sur la rente infra-marginale de la production d'électricité;Obsolète à partir de Juin 2023;912268;62
3310A;23;UH;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - nucléaire;Obsolète à partir de Juin 2023;912336;
3310A;23;UJ;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - charbon;Obsolète à partir de Juin 2023;912337;
3310A;23;UK;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - fioul et autres produits pétroliers;Obsolète à partir de Juin 2023;912338;
3310A;23;UL;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - CCG gaz;Obsolète à partir de Juin 2023;912339;
